suite,op,phase,dtype,backend,profile,shape,warmups,runs,median_ms,iqr_ms,status
small,matmul,primal,f64,system-accelerate,full,2x2,10,101,0.028209,0.005042,ok
small,einsum_ij_jk_ik,primal,f64,filtered,full,2x2,10,101,,,filtered
small,svd,primal,f64,filtered,full,2x2,10,101,,,filtered
small,qr,primal,f64,filtered,full,2x2,10,101,,,filtered
small,eigh,primal,f64,filtered,full,2x2,10,101,,,filtered
small,solve,primal,f64,filtered,full,"2x2,rhs=1",10,101,,,filtered
small,solve,primal,f64,filtered,full,"2x2,rhs=4",10,101,,,filtered
small,grad_sum_matmul,backward,f64,filtered,full,2x2,10,101,,,filtered
small,grad_sum_svd_s,backward,f64,filtered,full,2x2,10,101,,,filtered
small,grad_sum_solve,backward,f64,filtered,full,"2x2,rhs=1",10,101,,,filtered
small,matmul,primal,f64,system-accelerate,full,4x4,10,101,0.028708,0.004708,ok
small,einsum_ij_jk_ik,primal,f64,filtered,full,4x4,10,101,,,filtered
small,svd,primal,f64,filtered,full,4x4,10,101,,,filtered
small,qr,primal,f64,filtered,full,4x4,10,101,,,filtered
small,eigh,primal,f64,filtered,full,4x4,10,101,,,filtered
small,solve,primal,f64,filtered,full,"4x4,rhs=1",10,101,,,filtered
small,solve,primal,f64,filtered,full,"4x4,rhs=4",10,101,,,filtered
small,grad_sum_matmul,backward,f64,filtered,full,4x4,10,101,,,filtered
small,grad_sum_svd_s,backward,f64,filtered,full,4x4,10,101,,,filtered
small,grad_sum_solve,backward,f64,filtered,full,"4x4,rhs=1",10,101,,,filtered
small,matmul,primal,f64,system-accelerate,full,8x8,10,101,0.030583,0.005375,ok
small,einsum_ij_jk_ik,primal,f64,filtered,full,8x8,10,101,,,filtered
small,svd,primal,f64,filtered,full,8x8,10,101,,,filtered
small,qr,primal,f64,filtered,full,8x8,10,101,,,filtered
small,eigh,primal,f64,filtered,full,8x8,10,101,,,filtered
small,solve,primal,f64,filtered,full,"8x8,rhs=1",10,101,,,filtered
small,solve,primal,f64,filtered,full,"8x8,rhs=4",10,101,,,filtered
small,grad_sum_matmul,backward,f64,filtered,full,8x8,10,101,,,filtered
small,grad_sum_svd_s,backward,f64,filtered,full,8x8,10,101,,,filtered
small,grad_sum_solve,backward,f64,filtered,full,"8x8,rhs=1",10,101,,,filtered
small,matmul,primal,f64,system-accelerate,full,16x16,10,101,0.031917,0.006000,ok
small,einsum_ij_jk_ik,primal,f64,filtered,full,16x16,10,101,,,filtered
small,svd,primal,f64,filtered,full,16x16,10,101,,,filtered
small,qr,primal,f64,filtered,full,16x16,10,101,,,filtered
small,eigh,primal,f64,filtered,full,16x16,10,101,,,filtered
small,solve,primal,f64,filtered,full,"16x16,rhs=1",10,101,,,filtered
small,solve,primal,f64,filtered,full,"16x16,rhs=4",10,101,,,filtered
small,grad_sum_matmul,backward,f64,filtered,full,16x16,10,101,,,filtered
small,grad_sum_svd_s,backward,f64,filtered,full,16x16,10,101,,,filtered
small,grad_sum_solve,backward,f64,filtered,full,"16x16,rhs=1",10,101,,,filtered
small,matmul,primal,f64,system-accelerate,full,32x32,10,101,0.031500,0.004834,ok
small,einsum_ij_jk_ik,primal,f64,filtered,full,32x32,10,101,,,filtered
small,svd,primal,f64,filtered,full,32x32,10,101,,,filtered
small,qr,primal,f64,filtered,full,32x32,10,101,,,filtered
small,eigh,primal,f64,filtered,full,32x32,10,101,,,filtered
small,solve,primal,f64,filtered,full,"32x32,rhs=1",10,101,,,filtered
small,solve,primal,f64,filtered,full,"32x32,rhs=4",10,101,,,filtered
small,grad_sum_matmul,backward,f64,filtered,full,32x32,10,101,,,filtered
small,grad_sum_svd_s,backward,f64,filtered,full,32x32,10,101,,,filtered
small,grad_sum_solve,backward,f64,filtered,full,"32x32,rhs=1",10,101,,,filtered
small,matmul,primal,f64,tenferro-trace,full,2x2,10,101,0.043958,0.007458,ok
small,einsum_ij_jk_ik,primal,f64,filtered,full,2x2,10,101,,,filtered
small,svd,primal,f64,filtered,full,2x2,10,101,,,filtered
small,qr,primal,f64,filtered,full,2x2,10,101,,,filtered
small,eigh,primal,f64,filtered,full,2x2,10,101,,,filtered
small,solve,primal,f64,filtered,full,"2x2,rhs=1",10,101,,,filtered
small,solve,primal,f64,filtered,full,"2x2,rhs=4",10,101,,,filtered
small,grad_sum_matmul,backward,f64,filtered,full,2x2,10,101,,,filtered
small,grad_sum_svd_s,backward,f64,filtered,full,2x2,10,101,,,filtered
small,grad_sum_solve,backward,f64,filtered,full,"2x2,rhs=1",10,101,,,filtered
small,grad_sum_svd_s,jvp,f64,filtered,full,2x2,10,101,,,filtered
small,grad_sum_svd_s,vjp,f64,filtered,full,2x2,10,101,,,filtered
small,grad_sum_qr,jvp,f64,tenferro-trace,full,2x2,10,101,0.401875,0.058958,ok
small,grad_sum_qr,vjp,f64,tenferro-trace,full,2x2,10,101,0.398792,0.038917,ok
small,grad_sum_eigh,jvp,f64,filtered,full,2x2,10,101,,,filtered
small,grad_sum_eigh,vjp,f64,filtered,full,2x2,10,101,,,filtered
small,grad_sum_lu,jvp,f64,filtered,full,2x2,10,101,,,filtered
small,grad_sum_lu,vjp,f64,filtered,full,2x2,10,101,,,filtered
small,grad_sum_solve,jvp,f64,filtered,full,"2x2,rhs=1",10,101,,,filtered
small,grad_sum_solve,vjp,f64,filtered,full,"2x2,rhs=1",10,101,,,filtered
small,matmul,primal,f64,tenferro-trace,full,4x4,10,101,0.045250,0.005042,ok
small,einsum_ij_jk_ik,primal,f64,filtered,full,4x4,10,101,,,filtered
small,svd,primal,f64,filtered,full,4x4,10,101,,,filtered
small,qr,primal,f64,filtered,full,4x4,10,101,,,filtered
small,eigh,primal,f64,filtered,full,4x4,10,101,,,filtered
small,solve,primal,f64,filtered,full,"4x4,rhs=1",10,101,,,filtered
small,solve,primal,f64,filtered,full,"4x4,rhs=4",10,101,,,filtered
small,grad_sum_matmul,backward,f64,filtered,full,4x4,10,101,,,filtered
small,grad_sum_svd_s,backward,f64,filtered,full,4x4,10,101,,,filtered
small,grad_sum_solve,backward,f64,filtered,full,"4x4,rhs=1",10,101,,,filtered
small,grad_sum_svd_s,jvp,f64,filtered,full,4x4,10,101,,,filtered
small,grad_sum_svd_s,vjp,f64,filtered,full,4x4,10,101,,,filtered
small,grad_sum_qr,jvp,f64,tenferro-trace,full,4x4,10,101,0.382833,0.035126,ok
small,grad_sum_qr,vjp,f64,tenferro-trace,full,4x4,10,101,0.400875,0.026542,ok
small,grad_sum_eigh,jvp,f64,filtered,full,4x4,10,101,,,filtered
small,grad_sum_eigh,vjp,f64,filtered,full,4x4,10,101,,,filtered
small,grad_sum_lu,jvp,f64,filtered,full,4x4,10,101,,,filtered
small,grad_sum_lu,vjp,f64,filtered,full,4x4,10,101,,,filtered
small,grad_sum_solve,jvp,f64,filtered,full,"4x4,rhs=1",10,101,,,filtered
small,grad_sum_solve,vjp,f64,filtered,full,"4x4,rhs=1",10,101,,,filtered
small,matmul,primal,f64,tenferro-trace,full,8x8,10,101,0.043875,0.004375,ok
small,einsum_ij_jk_ik,primal,f64,filtered,full,8x8,10,101,,,filtered
small,svd,primal,f64,filtered,full,8x8,10,101,,,filtered
small,qr,primal,f64,filtered,full,8x8,10,101,,,filtered
small,eigh,primal,f64,filtered,full,8x8,10,101,,,filtered
small,solve,primal,f64,filtered,full,"8x8,rhs=1",10,101,,,filtered
small,solve,primal,f64,filtered,full,"8x8,rhs=4",10,101,,,filtered
small,grad_sum_matmul,backward,f64,filtered,full,8x8,10,101,,,filtered
small,grad_sum_svd_s,backward,f64,filtered,full,8x8,10,101,,,filtered
small,grad_sum_solve,backward,f64,filtered,full,"8x8,rhs=1",10,101,,,filtered
small,grad_sum_svd_s,jvp,f64,filtered,full,8x8,10,101,,,filtered
small,grad_sum_svd_s,vjp,f64,filtered,full,8x8,10,101,,,filtered
small,grad_sum_qr,jvp,f64,tenferro-trace,full,8x8,10,101,0.380166,0.028542,ok
small,grad_sum_qr,vjp,f64,tenferro-trace,full,8x8,10,101,0.405667,0.034292,ok
small,grad_sum_eigh,jvp,f64,filtered,full,8x8,10,101,,,filtered
small,grad_sum_eigh,vjp,f64,filtered,full,8x8,10,101,,,filtered
small,grad_sum_lu,jvp,f64,filtered,full,8x8,10,101,,,filtered
small,grad_sum_lu,vjp,f64,filtered,full,8x8,10,101,,,filtered
small,grad_sum_solve,jvp,f64,filtered,full,"8x8,rhs=1",10,101,,,filtered
small,grad_sum_solve,vjp,f64,filtered,full,"8x8,rhs=1",10,101,,,filtered
small,matmul,primal,f64,tenferro-trace,full,16x16,10,101,0.045709,0.003791,ok
small,einsum_ij_jk_ik,primal,f64,filtered,full,16x16,10,101,,,filtered
small,svd,primal,f64,filtered,full,16x16,10,101,,,filtered
small,qr,primal,f64,filtered,full,16x16,10,101,,,filtered
small,eigh,primal,f64,filtered,full,16x16,10,101,,,filtered
small,solve,primal,f64,filtered,full,"16x16,rhs=1",10,101,,,filtered
small,solve,primal,f64,filtered,full,"16x16,rhs=4",10,101,,,filtered
small,grad_sum_matmul,backward,f64,filtered,full,16x16,10,101,,,filtered
small,grad_sum_svd_s,backward,f64,filtered,full,16x16,10,101,,,filtered
small,grad_sum_solve,backward,f64,filtered,full,"16x16,rhs=1",10,101,,,filtered
small,grad_sum_svd_s,jvp,f64,filtered,full,16x16,10,101,,,filtered
small,grad_sum_svd_s,vjp,f64,filtered,full,16x16,10,101,,,filtered
small,grad_sum_qr,jvp,f64,tenferro-trace,full,16x16,10,101,0.383167,0.032125,ok
small,grad_sum_qr,vjp,f64,tenferro-trace,full,16x16,10,101,0.412458,0.057750,ok
small,grad_sum_eigh,jvp,f64,filtered,full,16x16,10,101,,,filtered
small,grad_sum_eigh,vjp,f64,filtered,full,16x16,10,101,,,filtered
small,grad_sum_lu,jvp,f64,filtered,full,16x16,10,101,,,filtered
small,grad_sum_lu,vjp,f64,filtered,full,16x16,10,101,,,filtered
small,grad_sum_solve,jvp,f64,filtered,full,"16x16,rhs=1",10,101,,,filtered
small,grad_sum_solve,vjp,f64,filtered,full,"16x16,rhs=1",10,101,,,filtered
small,matmul,primal,f64,tenferro-trace,full,32x32,10,101,0.059542,0.018292,ok
small,einsum_ij_jk_ik,primal,f64,filtered,full,32x32,10,101,,,filtered
small,svd,primal,f64,filtered,full,32x32,10,101,,,filtered
small,qr,primal,f64,filtered,full,32x32,10,101,,,filtered
small,eigh,primal,f64,filtered,full,32x32,10,101,,,filtered
small,solve,primal,f64,filtered,full,"32x32,rhs=1",10,101,,,filtered
small,solve,primal,f64,filtered,full,"32x32,rhs=4",10,101,,,filtered
small,grad_sum_matmul,backward,f64,filtered,full,32x32,10,101,,,filtered
small,grad_sum_svd_s,backward,f64,filtered,full,32x32,10,101,,,filtered
small,grad_sum_solve,backward,f64,filtered,full,"32x32,rhs=1",10,101,,,filtered
small,grad_sum_svd_s,jvp,f64,filtered,full,32x32,10,101,,,filtered
small,grad_sum_svd_s,vjp,f64,filtered,full,32x32,10,101,,,filtered
small,grad_sum_qr,jvp,f64,tenferro-trace,full,32x32,10,101,0.426792,0.061582,ok
small,grad_sum_qr,vjp,f64,tenferro-trace,full,32x32,10,101,0.420250,0.039249,ok
small,grad_sum_eigh,jvp,f64,filtered,full,32x32,10,101,,,filtered
small,grad_sum_eigh,vjp,f64,filtered,full,32x32,10,101,,,filtered
small,grad_sum_lu,jvp,f64,filtered,full,32x32,10,101,,,filtered
small,grad_sum_lu,vjp,f64,filtered,full,32x32,10,101,,,filtered
small,grad_sum_solve,jvp,f64,filtered,full,"32x32,rhs=1",10,101,,,filtered
small,grad_sum_solve,vjp,f64,filtered,full,"32x32,rhs=1",10,101,,,filtered
